Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Google acquired SayNow in 2010,SayNow,Google,2010,25/01/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d3a62fb8ca889bc3de090f7f7459ce3c,Google Buys Voice Messaging Application Developer SayNow | TechCrunch,http://techcrunch.com/2011/01/25/google-buys-voice-messaging-startup-saynow/
Google acquired Schaft in 2013,Schaft,Google,2013,2/12/2013,"$20,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4d8b2cfed8a86010cb8869e07bd55180,Japanese robotics entrepreneur forms $20M fund for bio and energy startups,http://thebridge.jp/en/2014/01/246-capital
Google acquired Simplify Media in 2010,Simplify Media,Google,2010,20/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d941faaa5fa739a61e1b429692bc09c7,Google Buys Simplify Media To Power Music Syncing For New iTunes Competitor | TechCrunch,http://techcrunch.com/2010/05/20/google-buys-simplify-media-to-power-music-syncing-for-new-itunes-competitor/
Google acquired Skia in 2005,Skia,Google,2005,9/11/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/ad6cccc905b23b05ca3932b719ae7324,Google Comes Out of the Shadows in N.C.: Search Engine Giant Has Software Operation in Chapel Hill -TechWire Insider :: WRAL Tech Wire,http://wraltechwire.com/business/tech_wire/news/story/1126258/
Google acquired Skybox Imaging in 2014,Skybox Imaging,Google,2014,10/06/2014,"$500,000,000",Pending,Undisclosed,http://www.crunchbase.com/acquisition/d9466e73b5dec0a3adf610f5e5f2d99b,"Google Confirms Purchase Of Satellite Startup Skybox Imaging For $500M | TechCrunch, Google Buys Satellite Company Skybox Imaging For $500 Million - Business insider","http://techcrunch.com/2014/06/10/google-is-confirming-purchase-of-satellite-startup-skybox-imaging-today/, http://www.businessinsider.in/Google-Buys-Satellite-Company-Skybox-Imaging-For-500-Million/articleshow/36362198.cms"
Google acquired SlickLogin in 2014,SlickLogin,Google,2014,16/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/badee91d874672cf53baf2c7a43b2bcb,Google buys SlickLogin looks to swap passwords for inaudible sound waves,http://www.engadget.com/2014/02/16/google-acquires-slicklogin-sound-passwords/?ncid=rss_truncated&utm_source=twitterfeed&utm_medium=twitter
Google acquired Slide in 2010,Slide,Google,2010,6/08/2010,"$182,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/db62a0d248ed77ba03b7a44566d9d286,Google Confirms Slide Acquisition Gears Up For War With Facebook | TechCrunch,http://techcrunch.com/2010/08/06/google-confirms-slide-acquisition/
Google acquired SocialDeck in 2010,SocialDeck,Google,2010,30/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a094b736506f652fb260e3fbf44fa858,Google Buys Mobile Social Game Developer SocialDeck,http://www.insidesocialgames.com/2010/08/30/google-buys-mobile-social-game-developer-socialdeck/
Google acquired SocialGrapple in 2011,SocialGrapple,Google,2011,10/10/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/842129140bd2e52afa0b99e65c015a05,Google acquires social analytics startup SocialGrapple,http://venturebeat.com/2011/10/10/google-acquires-socialgrapple/
Google acquired Songza in 2014,Songza,Google,2014,1/07/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c49bccfca16b4a3f0aea11e431ddc44d,"Google Buys Songza | TechCrunch, Google in talks to buy music streaming company Songza","http://techcrunch.com/2014/07/01/google-buys-songza/, http://nypost.com/2014/06/06/google-in-talks-to-buy-music-streaming-company-songza/"
Google acquired Sparkbuy in 2011,Sparkbuy,Google,2011,23/05/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1bdac2114d2c50fa58c18e3eb8c6d5ab,Google Acquires 'Kayak For Consumer Electronics' Sparkbuy | TechCrunch,http://techcrunch.com/2011/05/23/google-acquires-kayak-for-consumer-electronics-sparkbuy/
Google acquired Sparrow in 2012,Sparrow,Google,2012,20/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ece9d5928ca2c312739171805a3bb413,Google Acquires iOS/Mac Email Client Sparrow Apps To Remain Available But Development Stopped | TechCrunch,http://techcrunch.com/2012/07/20/google-acquires-iosmac-email-client-sparrow/
Google acquired Spider.io in 2014,Spider.io,Google,2014,21/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8af616ac2dfb3ee3f0655960b44ed3e3,Google Acquires Spider.io To Help Spot And Stop Online Ad Fraud | TechCrunch,http://techcrunch.com/2014/02/21/google-acquires-spider-io-to-help-spot-and-stop-online-ad-fraud/
Google acquired Sprinks in 2003,Sprinks,Google,2003,5/11/2003,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/8ebcd5d9c58df7977f10050f84b55375,Google Acquires Sprinks,http://www.webpronews.com/google-acquires-sprinks-2003-11
Google acquired Talaria in 2013,Talaria,Google,2013,15/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/95f62fe7358f3fbd9cdf3ff81611b34b,Google Acquires Web Application Server Talaria To Enhance Its Cloud Platform | TechCrunch,http://techcrunch.com/2013/03/15/google-acquires-web-application-server-talaria-to-enhance-its-cloud-platform/
Google acquired TalkBin in 2011,TalkBin,Google,2011,1/04/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ce067022687689adec54d5c621b47f10,Google Acquires TalkBin A Feedback Platform For Businesses That's Only Five Months Old | TechCrunch,http://techcrunch.com/2011/04/25/google-acquires-talkbin-a-feedback-platform-for-businesses-thats-only-five-months-old/
Google acquired Teracent in 2009,Teracent,Google,2009,23/11/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/e59ec35fea5ec6ef7be90964e82bd5a0,Displaying the best display ad with Teracent,http://googleblog.blogspot.com/2009/11/displaying-best-display-ad-with.html
Google acquired The Dealmap in 2011,The Dealmap,Google,2011,1/08/2011,"$30,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/1bf38e55b81238cc0ddd2acb81c3d4c0,,
Google acquired Titan Aerospace in 2014,Titan Aerospace,Google,2014,14/04/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bc00d002f6a3b6c3dedc249f469021c6,Google Acquires Titan Aerospace The Drone Company Pursued By Facebook | TechCrunch,http://techcrunch.com/2014/04/14/google-acquires-titan-aerospace-the-drone-company-pursued-by-facebook/
Google acquired TNC in 2008,TNC,Google,2008,12/09/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e851fea0793fccd8c4be649475de1ec5,Google Buys Foothold In Korea With Acquisition Of Blog Platform TNC | TechCrunch,http://techcrunch.com/2008/09/12/google-buys-foothold-in-korea-with-acquisition-of-blog-platform-tnc/
Google acquired Tonic Systems in 2007,Tonic Systems,Google,2007,17/04/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/57cc4d154a6a812720b2b8b41a9a9970,"Google's Office Suite Complete: Google ""PowerPoint"" Confirmed | TechCrunch",http://techcrunch.com/2007/04/17/googles-office-suite-complete-google-powerpoint-confirmed/
Google acquired Trendalyzer in 2007,Trendalyzer,Google,2007,16/03/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/bd836f61f6ec2583be8f03417948c165,Google acquires Trendalyzer - information aesthetics,http://infosthetics.com/archives/2007/03/google_acquires_trendalyzer_gapminder.html
Google acquired Twitch in 2014,Twitch,Google,2014,18/05/2014,"$1,000,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/47374dfedc2b852c2ea1d00721c41386,Google's $1B purchase of Twitch confirmed -- joins YouTube for new video empire,http://venturebeat.com/2014/07/24/googles-1b-purchase-of-twitch-confirmed-joins-youtube-for-new-video-empire/
Google acquired TxVia in 2012,TxVia,Google,2012,2/04/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7458bd5021f7d35f51c5412c264a1e8a,Google Buys TxVia Banks On Better Payment Technology (And 100M Customers) For Google Wallet | TechCrunch,http://techcrunch.com/2012/04/02/google-buys-txvia-banking-on-better-payment-tech-and-100m-customers-for-google-wallet/
Google acquired Upstartle in 2006,Upstartle,Google,2006,9/03/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/73974a07e9235076ab89e43f8ae1659e,Google acquires online word processing app provider,http://www.infoworld.com/t/applications/google-acquires-online-word-processing-app-provider-156
Google acquired Urchin Software in 2005,Urchin Software,Google,2005,29/03/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/95f3d91c894f94343fbce8ee37264ebe,Google acquired Urchin Software,http://www.nytimes.com/2005/03/29/technology/29urchin.html
Google acquired VirusTotal in 2012,VirusTotal,Google,2012,7/09/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7f1726c408dd59f1989911d2cf0ff872,Google Acquires Online Virus Malware and URL Scanner VirusTotal | TechCrunch,http://techcrunch.com/2012/09/07/google-acquires-online-virus-malware-and-url-scanner-virustotal/
Google acquired Wavii in 2013,Wavii,Google,2013,23/04/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/07ebe5433d8fcf22f1c9dccf063e2843,Google Buys Wavii For North Of $30 Million | TechCrunch,http://techcrunch.com/2013/04/23/google-buys-wavii-for-north-of-30-million/
Google acquired Waze in 2013,Waze,Google,2013,11/06/2013,"$996,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3cd29637610899639d12d778b13a27b4,Google Bought Waze For $1.1B Giving A Social Data Boost To Its Mapping Business | TechCrunch,http://techcrunch.com/2013/06/11/its-official-google-buys-waze-giving-a-social-data-boost-to-its-location-and-mapping-business/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=Feed%3A+Techcrunch+%28TechCrunch%29
Google acquired Where2 in 2004,Where2,Google,2004,9/10/2004,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7f71b983d6926219528f238da25deacd,The Sydney Morning Herald Blogs: MashUp,http://blogs.smh.com.au/mashup/archives/010257.html
Google acquired Widevine Technologies in 2010,Widevine Technologies,Google,2010,16/12/2010,"$160,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1d3238734530b76a54e58b4de0ce29e2,Google Buys On Demand Video Service Widevine To Bolster Its Own TV Efforts | TechCrunch,http://techcrunch.com/2010/12/03/google-buys-on-demand-video-startup-widevine-to-bolster-its-own-tv-efforts/
Google acquired Wildfire Google in 2012,Wildfire,Google,2012,31/07/2012,"$350,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/383987bac064166c827c1ebe85ee02fd,Google Acquires Wildfire Will Now Sell Facebook And Twitter Marketing Services [Update: $350M Price] | TechCrunch,http://techcrunch.com/2012/07/31/google-acquires-wildfire/
Google acquired WIMM Labs in 2013,WIMM Labs,Google,2013,1/09/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/eef48eafe16add09b03cdfa68314f2fa,Google Confirms It Has Acquired Android Smartwatch Maker WIMM Labs | TechCrunch,http://techcrunch.com/2013/08/31/google-acquires-wimm-labs/
Google acquired YouTube in 2006,YouTube,Google,2006,1/10/2006,"$1,700,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/54f3b0187030f6da40ece8f5b67f6ad1,Google Has Acquired YouTube | TechCrunch,http://techcrunch.com/2006/10/09/google-has-acquired-youtube/
Google acquired Zagat in 2011,Zagat,Google,2011,26/10/2011,"$151,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b9a32877f957357f5426de97dcc751f3,Report Puts Google’s Zagat Purchase At $151 Million | TechCrunch,http://techcrunch.com/2011/10/26/report-puts-googles-zagat-purchase-at-151-million/
Google acquired Zave Networks in 2011,Zave Networks,Google,2011,2/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/bd2751d4eba3774a3fea7c1b8c94d561,Google Acquires Digital Coupons/Incentives Platform Zave Networks To Bulk Up Commerce | TechCrunch,http://techcrunch.com/2011/09/02/google-zave-networks/
Google acquired Zenter in 2007,Zenter,Google,2007,1/06/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1290a0be468c2cbcb17fec92ad5d44a0,"Google Acquires Zenter, Y Combinator Gets Another Payday | TechCrunch",http://techcrunch.com/2007/06/19/google-acquires-zenter-to-fill-out-coming-powerpoint-application/
Google acquired Zetawire in 2010,Zetawire,Google,2010,13/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/75ca3ccb178f58b6638d5281133fe7f9,Google acquired Zetawire,http://blogs.the451group.com/techdeals/
Google acquired Zingku in 2007,Zingku,Google,2007,27/09/2007,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/1d75852a20343a994f013962bd5471c9,Google Acquires Mobile Platform Operator Zingku | TechCrunch,http://techcrunch.com/2007/09/27/google-acquires-mobile-platform-operator-zingku/
Google acquired ZipDash in 2004,ZipDash,Google,2004,10/09/2004,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/6b49bb1b9c73104cadcc3b9c280c547d,SiliconBeat: Google acquires traffic info start-up Zipdash,http://www.siliconbeat.com/entries/2005/03/30/google_acquires_traffic_info_startup_zipdash.html
Google acquired zynamics in 2011,zynamics,Google,2011,1/03/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5aa392092dd2a2ba83fdd570b3fbc21,Google Buys Security Analytics Software Developer Zynamics | TechCrunch,http://techcrunch.com/2011/03/01/google-buys-security-analytics-startup-zynamics/
Google acquired Zync Render in 2014,Zync Render,Google,2014,26/08/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/40bfab5515f6c307902e4e0e3a704ce3,"Google Acquires Zync To Bring Visual Effects Rendering To Its Cloud Platform | TechCrunch, Google buys video-processing service provider Zync Render","http://techcrunch.com/2014/08/26/google-acquires-zync-to-bring-visual-effects-rendering-to-its-cloud-platform/, http://www.reuters.com/article/2014/08/26/us-google-deals-idUSKBN0GQ1WJ20140826?feedType=RSS&feedName=technologyNews, "
HP acquired 3Com in 2009,3Com,HP,2009,11/11/2009,"$2,700,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ac823f39da2471c2531327d5c796b437,HP Acquires 3Com For $2.7 Billion | TechCrunch,http://techcrunch.com/2009/11/11/hp-acquires-3com-for-2-7-billion/
HP acquired 3PAR in 2010,3PAR,HP,2010,2/09/2010,"$2,400,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/da22e6bdd40f66fb9e7675effb4a2075,Done Deal: HP Gets 3PAR For $2.35 Billion In Cash | TechCrunch,http://techcrunch.com/2010/09/02/done-deal-hp-gets-3par-for-2-35-billion-in-cash/
HP acquired ABB CADE in 1991,ABB CADE,HP,1991,31/12/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/839ebdf32658ad2af51ddcd2de4912f4,Hewlett-Packard acquired ABB CADE,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_ABB_CADE_Intl_GmbH_ABB_CADE_AG_from_ABB_Corp-227950040
HP acquired Apollo Computer in 1989,Apollo Computer,HP,1989,13/04/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/285570eaab7393f21bb4ee78a3e2c9e1,"COMPANY NEWS, Apollo Computer Sale To Hewlett-Packard",http://www.nytimes.com/1989/04/13/business/company-news-apollo-computer-sale-to-hewlett-packard.html
HP acquired AppIQ in 2005,AppIQ,HP,2005,19/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/acfaaa84e3be4aaf60d8efce28e3fd58,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Applied Optoelectronic Tech in 1991,Applied Optoelectronic Tech,HP,1991,28/01/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6c8c40b956ea7f3e1eb57c03afd4656c,Hewlett-Packard acquired Applied Optoelectronic Tech,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Applied_Optoelectronic_Tech-183783020
HP acquired ArcSight in 2010,ArcSight,HP,2010,13/09/2010,"$1,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/67f7a166a255c18f299fdcdfbd4e1d87,Hewlett-Packard acquired ArcSight,http://online.wsj.com/news/articles/SB10001424052748703897204575488013169090950
HP acquired Arteis in 2007,Arteis,HP,2007,24/04/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e298da0e2e232140071dba7a77ed1801,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Artivision Technologies in 2001,Artivision Technologies,HP,2001,6/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/59d7448b3569124efb74d2ac75bf445e,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Atos Origin Middle East group in 2007,Atos Origin Middle East group,HP,2007,22/10/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f3c5aeaea45119ed0c19cb86989967b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Autonomy Corporation in 2011,Autonomy Corporation,HP,2011,18/08/2011,"$10,200,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3afec296fe560c5ca3ab3774482ccbc9,HP To Buy Enterprise Software Autonomy For $10.2 Billion In Cash | TechCrunch,http://techcrunch.com/2011/08/18/hp-to-buy-enterprise-software-autonomy-for-10-billion/
HP acquired Avantek in 1991,Avantek,HP,1991,8/08/1991,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1d0ceea865019a3530ac1d3016a46fe5,Hewlett-Packard to Buy Avantek for $82.8 Million,http://articles.latimes.com/1991-08-08/business/fi-486_1_hewlett-packard
HP acquired Bitfone Corporation in 2006,Bitfone Corporation,HP,2006,20/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/30498e5521d50988f0baca79f38d7684,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Bluestone Software in 2001,Bluestone Software,HP,2001,18/01/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/97c2f9eceead94bba5bea2d04af1d18b,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Bristol Technology in 2007,Bristol Technology,HP,2007,5/02/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d15786a82dec53f77d2bd9ca06033f26,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired BT & D Technologies in 1993,BT & D Technologies,HP,1993,20/09/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/63b9d11be4cec9dd19f701d84aa5e341,Hewlett-Packard acquired BT & D Technologies,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_BT_D_Technologies_Dupont_BT_from_BT_Group_PLC-333945040
HP acquired CaLan in 1995,CaLan,HP,1995,15/06/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/216d44ffe61b6f1ae30ce360cc5dff0d,Hewlett-Packard acquired CaLan,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_CaLan_Inc-409676020
HP acquired CEC Europe Service Management in 2004,CEC Europe Service Management,HP,2004,13/05/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/897dd7c841d52f2b742eabee5c871f05,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired CGNZ in 2005,CGNZ,HP,2005,7/09/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77217dec3852bb0d7c4e67777ed66b86,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Colorado Memory Systems in 1994,Colorado Memory Systems,HP,1994,2/11/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05311080f86ceaf7b9238c1eb807abb1,Hewlett-Packard acquired Colorado Memory Systems,http://findarticles.com/p/articles/mi_m0EIN/is_1994_Nov_2/ai_15880389/
HP acquired Colubris Networks in 2008,Colubris Networks,HP,2008,11/08/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/177d3b5040c487be8a1af8889dac11b6,HP News - HP to Acquire Colubris Networks to Expand HP ProCurve’s Wireless Technology Offerings,http://www8.hp.com/us/en/hp-news/press-release.html?id=171012
HP acquired Compaq in 2001,Compaq,HP,2001,4/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ee67a7c2f5867b4571a20c2f60b90df9,Hewlett-Packard in Deal to Buy Compaq for $25 Billion in Stock,http://www.nytimes.com/2001/09/04/business/hewlett-packard-in-deal-to-buy-compaq-for-25-billion-in-stock.html
HP acquired Consera Software in 2004,Consera Software,HP,2004,16/02/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f35f1204ee772310c2d2326818afe336,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Convex Computer in 1995,Convex Computer,HP,1995,21/09/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a73d2271f8ab6a7ccfca19fe4155da7f,Hewlett-Packard acquired Convex Computer,http://findarticles.com/p/articles/mi_m0EIN/is_1995_Sept_21/ai_17453733/
HP acquired Dazel in 1999,Dazel,HP,1999,7/06/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/194b15a0f135d8de72a894473c68da7c,HP completes Dazel buy - Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/stories/1999/06/07/daily1.html
HP acquired Division in 1996,Division,HP,1996,20/06/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25ffa4147e011b4870365ccc30d16a38,Hewlett-Packard acquired Division,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Division_Inc-567852020
HP acquired EDS in 2008,EDS,HP,2008,13/05/2008,"$13,900,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1562f377c667cc715b93384886d535cd,HP News - HP to Acquire EDS for $13.9 Billion,http://www8.hp.com/us/en/hp-news/press-release.html?id=169924
HP acquired EEsof in 1993,EEsof,HP,1993,13/09/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e260d639322b13714792d2b0156fd9e,Hewlett-Packard acquired EEsof,http://findarticles.com/p/articles/mi_m3457/is_n36_v11/ai_14396893/
HP acquired ElseWare in 1995,ElseWare,HP,1995,21/12/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/647959c586a4e95007d1f70dec3311b0,Hewlett-Packard acquired ElseWare,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_ElseWare_Corp-525795020
HP acquired Eon Systems in 1989,Eon Systems,HP,1989,13/01/1989,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a5bfa443d91c878c19e1c178895f12e3,Hewlett-Packard acquired Eon Systems,http://nl.newsbank.com/nl-search/we/Archives?p_product=NewsLibrary&p_multi=CSGB&d_place=CSGB&p_theme=newslibrary2&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=0F34BC75CCFBC62C&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_track
HP acquired Eucalyptus Systems in 2014,Eucalyptus Systems,HP,2014,12/09/2014,"$11,000,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/80c7f747592676632664030f59e4b245,HP Tests the M&A Waters With Acquisition of Cloud Startup Eucalyptus,http://recode.net/2014/09/11/hp-tests-the-ma-waters-with-acquisition-of-cloud-startup-eucalyptus/
HP acquired ExcellerateHRO in 2009,ExcellerateHRO,HP,2009,19/06/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/dcc9ece6411474f500a8e583283a97ea,Hewlett-Packard acquired ExcellerateHRO,http://www.workforce.com/section/00/article/26/49/64.php
HP acquired Exstream Software in 2008,Exstream Software,HP,2008,22/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/34996f7f5b6f26464b1411cf607b3719,HP Press Release: HP Targets High-growth Document Automation Market with Acquisition of Exstream Software,http://www.hp.com/hpinfo/newsroom/press/2008/080122xa.html
HP acquired Extreme Logic in 2003,Extreme Logic,HP,2003,13/08/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/631d6b94fa1d9c28d5ba0c993aecc413,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired EYP Mission Critical Facilities in 2007,EYP Mission Critical Facilities,HP,2007,12/11/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6a671848db756ccd8ffb5bc1b63313b5,Hewlett-Packard acquired EYP Mission Critical Facilities,http://www.hp.com/hpinfo/newsroom/press/2007/071112xa.html
HP acquired Fortify Software in 2010,Fortify Software,HP,2010,17/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f32d9627c3855874609551793f71c4c3,HP Acquires Software Security Company Fortify | TechCrunch,http://techcrunch.com/2010/08/17/hp-acquires-software-security-company-fortify/
HP acquired Four Pi Systems in 1993,Four Pi Systems,HP,1993,1/04/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0aa498658358b2c7fab03d34a0512831,Hewlett-Packard acquired Four Pi Systems,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Four_Pi_Systems_Corp-326711020
HP acquired Heartstream in 1998,Heartstream,HP,1998,27/03/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8002f803c8e25e9bedac7d45f45a1a0f,Hewlett-Packard acquired Heartstream,http://findarticles.com/p/articles/mi_m0EIN/is_1998_March_27/ai_20430411/
HP acquired Hiflex Software in 2011,Hiflex Software,HP,2011,6/12/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a7ad9077711f9e04f6f3a67d8cc232a4,Hewlett-Packard acquired Hiflex Software,http://finance.yahoo.com/news/hp-acquires-hiflex-print-management-082000723.html
HP acquired IBRIX in 2009,IBRIX,HP,2009,17/07/2009,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/7adb9f62046086687ef4ebcd3fc4b97f,HP agrees to acquire Ibrix - Sacramento Business Journal,http://www.bizjournals.com/sacramento/stories/2009/07/13/daily64.html
